#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
GeneID:11140	ENSG00000105401.10	HGNC:1735	CDC37	cell division cycle 37, HSP90 cochaperone	NM_007065.4	NP_008996.1	ENST00000222005.7	ENSP00000222005.1	MANE Select	NC_000019.10	10391133	10403542	-
GeneID:11141	ENSG00000169306.11	HGNC:5996	IL1RAPL1	interleukin 1 receptor accessory protein like 1	NM_014271.4	NP_055086.1	ENST00000378993.6	ENSP00000368278.1	MANE Select	NC_000023.11	28587446	29956718	+
GeneID:11142	ENSG00000168734.14	HGNC:9019	PKIG	cAMP-dependent protein kinase inhibitor gamma	NM_001281445.2	NP_001268374.1	ENST00000372886.6	ENSP00000361977.1	MANE Select	NC_000020.11	44582579	44619037	+
GeneID:11143	ENSG00000136504.15	HGNC:17016	KAT7	lysine acetyltransferase 7	NM_007067.5	NP_008998.1	ENST00000259021.9	ENSP00000259021.4	MANE Select	NC_000017.11	49788681	49835026	+
GeneID:11144	ENSG00000100206.11	HGNC:2927	DMC1	DNA meiotic recombinase 1	NM_007068.4	NP_008999.2	ENST00000216024.7	ENSP00000216024.2	MANE Select	NC_000022.11	38518948	38570183	-
GeneID:11145	ENSG00000176485.14	HGNC:17825	PLAAT3	phospholipase A and acyltransferase 3	NM_001128203.2	NP_001121675.1	ENST00000415826.3	ENSP00000389124.1	MANE Select	NC_000011.10	63574462	63614433	-
GeneID:11146	ENSG00000174842.17	HGNC:14373	GLMN	glomulin, FKBP associated protein	NM_053274.3	NP_444504.1	ENST00000370360.8	ENSP00000359385.3	MANE Select	NC_000001.11	92246402	92298987	-
GeneID:11148	ENSG00000114455.15	HGNC:4905	HHLA2	HHLA2 member of B7 family	NM_001282556.2	NP_001269485.1	ENST00000467761.6	ENSP00000419207.1	MANE Select	NC_000003.12	108296548	108378285	+
GeneID:11149	ENSG00000112276.14	HGNC:1152	BVES	blood vessel epicardial substance	NM_001199563.2	NP_001186492.1	ENST00000314641.10	ENSP00000313172.5	MANE Select	NC_000006.12	105096822	105137157	-
GeneID:11151	ENSG00000102879.17	HGNC:2252	CORO1A	coronin 1A	NM_007074.4	NP_009005.1	ENST00000219150.10	ENSP00000219150.6	MANE Select	NC_000016.10	30183602	30189076	+
GeneID:11152	ENSG00000196998.19	HGNC:28912	WDR45	WD repeat domain 45	NM_001029896.2	NP_001025067.1	ENST00000376372.9	ENSP00000365551.3	MANE Select	NC_000023.11	49074442	49079887	-
GeneID:11153	ENSG00000198855.7	HGNC:18416	FICD	FIC domain protein adenylyltransferase	NM_007076.3	NP_009007.2	ENST00000552695.6	ENSP00000446479.1	MANE Select	NC_000012.12	108515277	108521210	+
GeneID:11154	ENSG00000100478.17	HGNC:575	AP4S1	adaptor related protein complex 4 subunit sigma 1	NM_001128126.3	NP_001121598.1	ENST00000542754.7	ENSP00000438170.2	MANE Select	NC_000014.9	31025649	31096450	+
GeneID:11155	ENSG00000122367.21	HGNC:15710	LDB3	LIM domain binding 3	NM_001368067.1	NP_001354996.1	ENST00000263066.11	ENSP00000263066.7	MANE Plus Clinical	NC_000010.11	86668511	86700050	+
GeneID:11155	ENSG00000122367.21	HGNC:15710	LDB3	LIM domain binding 3	NM_007078.3	NP_009009.1	ENST00000361373.9	ENSP00000355296.3	MANE Select	NC_000010.11	86668511	86736072	+
GeneID:11156	ENSG00000184489.13	HGNC:9636	PTP4A3	protein tyrosine phosphatase 4A3	NM_032611.3	NP_116000.1	ENST00000521578.6	ENSP00000428976.1	MANE Select	NC_000008.11	141392021	141432454	+
GeneID:11157	ENSG00000164167.13	HGNC:17017	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	NM_007080.3	NP_009011.1	ENST00000296581.11	ENSP00000296581.5	MANE Select	NC_000004.12	146175718	146191535	+
GeneID:11158	ENSG00000079974.19	HGNC:9800	RABL2B	RAB, member of RAS oncogene family like 2B	NM_001130919.3	NP_001124391.1	ENST00000691320.1	ENSP00000509250.1	MANE Select	NC_000022.11	50767506	50783636	-
GeneID:11159	ENSG00000144134.19	HGNC:9799	RABL2A	RAB, member of RAS oncogene family like 2A	NM_001306158.2	NP_001293087.1	ENST00000683472.1	ENSP00000507832.1	MANE Select	NC_000002.12	113627266	113643392	+
GeneID:11160	ENSG00000147475.17	HGNC:1356	ERLIN2	ER lipid raft associated 2	NM_007175.8	NP_009106.1	ENST00000519638.3	ENSP00000428112.1	MANE Select	NC_000008.11	37736634	37758422	+
GeneID:11161	ENSG00000133935.7	HGNC:1187	ERG28	ergosterol biosynthesis 28 homolog	NM_007176.4	NP_009107.1	ENST00000256319.7	ENSP00000256319.6	MANE Select	NC_000014.9	75649791	75660876	-
GeneID:11162	ENSG00000170917.14	HGNC:8053	NUDT6	nudix hydrolase 6	NM_007083.5	NP_009014.2	ENST00000304430.10	ENSP00000306070.5	MANE Select	NC_000004.12	122892577	122922597	-
GeneID:11163	ENSG00000173598.14	HGNC:8051	NUDT4	nudix hydrolase 4	NM_019094.6	NP_061967.3	ENST00000415493.7	ENSP00000406612.2	MANE Select	NC_000012.12	93377925	93408146	+
GeneID:11164	ENSG00000165609.14	HGNC:8052	NUDT5	nudix hydrolase 5	NM_014142.4	NP_054861.2	ENST00000491614.6	ENSP00000419628.1	MANE Select	NC_000010.11	12165330	12195891	-
GeneID:11165	ENSG00000272325.2	HGNC:8050	NUDT3	nudix hydrolase 3	NM_006703.4	NP_006694.1	ENST00000607016.2	ENSP00000476119.1	MANE Select	NC_000006.12	34279679	34392669	-
GeneID:11166	ENSG00000125285.6	HGNC:11197	SOX21	SRY-box transcription factor 21	NM_007084.4	NP_009015.1	ENST00000376945.4	ENSP00000366144.2	MANE Select	NC_000013.11	94709622	94712545	-
GeneID:11167	ENSG00000163430.13	HGNC:3972	FSTL1	follistatin like 1	NM_007085.5	NP_009016.1	ENST00000295633.8	ENSP00000295633.3	MANE Select	NC_000003.12	120392293	120450992	-
GeneID:11168	ENSG00000164985.15	HGNC:9527	PSIP1	PC4 and SRSF1 interacting protein 1	NM_033222.5	NP_150091.2	ENST00000380733.9	ENSP00000370109.4	MANE Select	NC_000009.12	15464066	15510970	-
GeneID:11169	ENSG00000198554.12	HGNC:23170	WDHD1	WD repeat and HMG-box DNA binding protein 1	NM_007086.4	NP_009017.1	ENST00000360586.8	ENSP00000353793.3	MANE Select	NC_000014.9	54938949	55027099	-
GeneID:11170	ENSG00000168309.18	HGNC:30827	FAM107A	family with sequence similarity 107 member A	NM_001076778.3	NP_001070246.1	ENST00000360997.7	ENSP00000354270.2	MANE Select	NC_000003.12	58564117	58577391	-
GeneID:11171	ENSG00000023734.11	HGNC:30796	STRAP	serine/threonine kinase receptor associated protein	NM_007178.4	NP_009109.3	ENST00000419869.7	ENSP00000392270.2	MANE Select	NC_000012.12	15882387	15903478	+
GeneID:11172	ENSG00000120210.8	HGNC:6089	INSL6	insulin like 6	NM_007179.3	NP_009110.2	ENST00000381641.4	ENSP00000371054.3	MANE Select	NC_000009.12	5163868	5185639	-
GeneID:11173	ENSG00000136378.15	HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	NM_014272.5	NP_055087.2	ENST00000388820.5	ENSP00000373472.4	MANE Select	NC_000015.10	78759206	78811464	-
GeneID:11174	ENSG00000049192.15	HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	NM_197941.4	NP_922932.2	ENST00000381055.8	ENSP00000370443.3	MANE Select	NC_000005.10	65148738	65481920	-
GeneID:11176	ENSG00000076108.12	HGNC:962	BAZ2A	bromodomain adjacent to zinc finger domain 2A	NM_001300905.2	NP_001287834.1	ENST00000549884.6	ENSP00000447941.1	MANE Select	NC_000012.12	56595596	56630326	-
GeneID:11177	ENSG00000198604.11	HGNC:960	BAZ1A	bromodomain adjacent to zinc finger domain 1A	NM_013448.3	NP_038476.2	ENST00000360310.6	ENSP00000353458.1	MANE Select	NC_000014.9	34752731	34875360	-
GeneID:11178	ENSG00000061337.16	HGNC:13861	LZTS1	leucine zipper tumor suppressor 1	NM_021020.5	NP_066300.1	ENST00000381569.5	ENSP00000370981.1	MANE Select	NC_000008.11	20246165	20303963	-
GeneID:11179	ENSG00000198839.10	HGNC:13070	ZNF277	zinc finger protein 277	NM_021994.3	NP_068834.2	ENST00000361822.8	ENSP00000354501.3	MANE Select	NC_000007.14	112206695	112343934	+
GeneID:11180	ENSG00000178252.19	HGNC:12758	WDR6	WD repeat domain 6	NM_018031.6	NP_060501.4	ENST00000608424.6	ENSP00000477389.1	MANE Select	NC_000003.12	49007391	49015951	+
GeneID:11181	ENSG00000118094.12	HGNC:12266	TREH	trehalase	NM_007180.3	NP_009111.2	ENST00000264029.9	ENSP00000264029.5	MANE Select	NC_000011.10	118657316	118679650	-
GeneID:11182	ENSG00000160326.14	HGNC:11011	SLC2A6	solute carrier family 2 member 6	NM_017585.4	NP_060055.2	ENST00000371899.9	ENSP00000360966.4	MANE Select	NC_000009.12	133471094	133479099	-
GeneID:11183	ENSG00000012983.12	HGNC:6867	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	NM_006575.6	NP_006566.2	ENST00000682126.1	ENSP00000507200.1	MANE Select	NC_000014.9	50418521	50532569	-
GeneID:11184	ENSG00000104814.13	HGNC:6863	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	NM_001042600.3	NP_001036065.1	ENST00000396857.7	ENSP00000380066.1	MANE Select	NC_000019.10	38587641	38617953	-
GeneID:11185	ENSG00000241644.2	HGNC:6069	INMT	indolethylamine N-methyltransferase	NM_006774.5	NP_006765.4	ENST00000013222.5	ENSP00000013222.5	MANE Select	NC_000007.14	30752135	30757602	+
GeneID:11186	ENSG00000068028.18	HGNC:9882	RASSF1	Ras association domain family member 1	NM_007182.5	NP_009113.3	ENST00000359365.9	ENSP00000352323.4	MANE Select	NC_000003.12	50329788	50340836	-
GeneID:11187	ENSG00000184363.10	HGNC:9025	PKP3	plakophilin 3	NM_007183.4	NP_009114.1	ENST00000331563.7	ENSP00000331678.2	MANE Select	NC_000011.10	394209	404908	+
GeneID:11188	ENSG00000010322.16	HGNC:18006	NISCH	nischarin	NM_007184.4	NP_009115.3	ENST00000345716.9	ENSP00000339958.4	MANE Select	NC_000003.12	52455604	52493068	+
GeneID:11189	ENSG00000159409.15	HGNC:11967	CELF3	CUGBP Elav-like family member 3	NM_007185.7	NP_009116.3	ENST00000290583.9	ENSP00000290583.4	MANE Select	NC_000001.11	151700058	151716803	-
GeneID:11190	ENSG00000126001.17	HGNC:1859	CEP250	centrosomal protein 250	NM_007186.6	NP_009117.2	ENST00000397527.6	ENSP00000380661.1	MANE Select	NC_000020.11	35455598	35519280	+
GeneID:11193	ENSG00000120688.9	HGNC:12739	WBP4	WW domain binding protein 4	NM_007187.5	NP_009118.1	ENST00000379487.5	ENSP00000368801.3	MANE Select	NC_000013.11	41061509	41084006	+
GeneID:11194	ENSG00000197150.13	HGNC:49	ABCB8	ATP binding cassette subfamily B member 8	NM_007188.5	NP_009119.2	ENST00000358849.9	ENSP00000351717.4	MANE Select	NC_000007.14	151028450	151047782	+
GeneID:11196	ENSG00000107651.15	HGNC:17018	SEC23IP	SEC23 interacting protein	NM_007190.4	NP_009121.1	ENST00000369075.8	ENSP00000358071.3	MANE Select	NC_000010.11	119892730	119944657	+
GeneID:11197	ENSG00000156076.10	HGNC:18081	WIF1	WNT inhibitory factor 1	NM_007191.5	NP_009122.2	ENST00000286574.9	ENSP00000286574.4	MANE Select	NC_000012.12	65050626	65121305	-
GeneID:11198	ENSG00000092201.10	HGNC:11465	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit	NM_007192.4	NP_009123.1	ENST00000216297.7	ENSP00000216297.2	MANE Select	NC_000014.9	21351476	21384019	-
GeneID:11199	ENSG00000109511.12	HGNC:534	ANXA10	annexin A10	NM_007193.5	NP_009124.2	ENST00000359299.8	ENSP00000352248.3	MANE Select	NC_000004.12	168092537	168187736	+
GeneID:11200	ENSG00000183765.24	HGNC:16627	CHEK2	checkpoint kinase 2	NM_007194.4	NP_009125.1	ENST00000404276.6	ENSP00000385747.1	MANE Select	NC_000022.11	28687743	28741820	-
GeneID:11201	ENSG00000101751.11	HGNC:9182	POLI	DNA polymerase iota	NM_007195.3	NP_009126.2	ENST00000579534.6	ENSP00000462664.1	MANE Select	NC_000018.10	54269517	54298234	+
GeneID:11202	ENSG00000129455.16	HGNC:6369	KLK8	kallikrein related peptidase 8	NM_007196.4	NP_009127.1	ENST00000695909.1	ENSP00000512260.1	MANE Select	NC_000019.10	50996008	51001604	-
GeneID:11211	ENSG00000111432.5	HGNC:4039	FZD10	frizzled class receptor 10	NM_007197.4	NP_009128.1	ENST00000229030.5	ENSP00000229030.4	MANE Select	NC_000012.12	130162464	130165740	+
GeneID:11212	ENSG00000147471.12	HGNC:9457	PLPBP	pyridoxal phosphate binding protein	NM_007198.4	NP_009129.1	ENST00000328195.8	ENSP00000333551.3	MANE Select	NC_000008.11	37762645	37779768	+
GeneID:11213	ENSG00000090376.11	HGNC:17020	IRAK3	interleukin 1 receptor associated kinase 3	NM_007199.3	NP_009130.2	ENST00000261233.9	ENSP00000261233.4	MANE Select	NC_000012.12	66189214	66254622	+
GeneID:11214	ENSG00000170776.22	HGNC:371	AKAP13	A-kinase anchoring protein 13	NM_007200.5	NP_009131.2	ENST00000394518.7	ENSP00000378026.3	MANE Select	NC_000015.10	85380603	85749355	+
GeneID:11215	ENSG00000023516.9	HGNC:369	AKAP11	A-kinase anchoring protein 11	NM_016248.4	NP_057332.1	ENST00000025301.4	ENSP00000025301.2	MANE Select	NC_000013.11	42272152	42323261	+
GeneID:11216	ENSG00000108599.15	HGNC:368	AKAP10	A-kinase anchoring protein 10	NM_007202.4	NP_009133.2	ENST00000225737.11	ENSP00000225737.6	MANE Select	NC_000017.11	19904302	19977828	-
GeneID:11218	ENSG00000064703.13	HGNC:2743	DDX20	DEAD-box helicase 20	NM_007204.5	NP_009135.4	ENST00000369702.5	ENSP00000358716.4	MANE Select	NC_000001.11	111755901	111768000	+
GeneID:11219	ENSG00000183479.13	HGNC:12270	TREX2	three prime repair exonuclease 2	NM_080701.4	NP_542432.2	ENST00000370231.3	ENSP00000359251.2	MANE Select	NC_000023.11	153444473	153446056	-
GeneID:11221	ENSG00000143507.18	HGNC:3065	DUSP10	dual specificity phosphatase 10	NM_007207.6	NP_009138.1	ENST00000366899.4	ENSP00000355866.3	MANE Select	NC_000001.11	221701424	221742089	-
GeneID:11222	ENSG00000114686.9	HGNC:10379	MRPL3	mitochondrial ribosomal protein L3	NM_007208.4	NP_009139.1	ENST00000264995.8	ENSP00000264995.2	MANE Select	NC_000003.12	131462212	131502971	-
GeneID:11224	ENSG00000136942.15	HGNC:10344	RPL35	ribosomal protein L35	NM_007209.4	NP_009140.1	ENST00000348462.6	ENSP00000259469.4	MANE Select	NC_000009.12	124857883	124861957	-
GeneID:11226	ENSG00000139629.16	HGNC:4128	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	NM_007210.4	NP_009141.2	ENST00000356317.8	ENSP00000348668.2	MANE Select	NC_000012.12	51351252	51391406	-
GeneID:11227	ENSG00000136542.9	HGNC:4127	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5	NM_014568.3	NP_055383.1	ENST00000259056.5	ENSP00000259056.4	MANE Select	NC_000002.12	157257705	157318491	+
GeneID:11228	ENSG00000123094.16	HGNC:13232	RASSF8	Ras association domain family member 8	NM_001394098.1	NP_001381027.1	ENST00000689635.1	ENSP00000510086.1	MANE Select	NC_000012.12	25958682	26072869	+
GeneID:11230	ENSG00000243279.4	HGNC:28911	PRAF2	PRA1 domain family member 2	NM_007213.3	NP_009144.1	ENST00000553851.3	ENSP00000451962.2	MANE Select	NC_000023.11	49071161	49074002	-
GeneID:11231	ENSG00000025796.14	HGNC:21082	SEC63	SEC63 homolog, protein translocation regulator	NM_007214.5	NP_009145.1	ENST00000369002.9	ENSP00000357998.4	MANE Select	NC_000006.12	107867756	107958208	-
GeneID:11232	ENSG00000256525.8	HGNC:9180	POLG2	DNA polymerase gamma 2, accessory subunit	NM_007215.4	NP_009146.2	ENST00000539111.7	ENSP00000442563.2	MANE Select	NC_000017.11	64477785	64497054	-
GeneID:11234	ENSG00000110756.18	HGNC:17022	HPS5	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2	NM_181507.2	NP_852608.1	ENST00000349215.8	ENSP00000265967.5	MANE Select	NC_000011.10	18278676	18322140	-
GeneID:11235	ENSG00000114209.15	HGNC:8761	PDCD10	programmed cell death 10	NM_007217.4	NP_009148.2	ENST00000392750.7	ENSP00000376506.2	MANE Select	NC_000003.12	167683298	167734892	-
GeneID:11236	ENSG00000170881.6	HGNC:17023	RNF139	ring finger protein 139	NM_007218.4	NP_009149.2	ENST00000303545.4	ENSP00000304051.4	MANE Select	NC_000008.11	124474880	124488618	+
GeneID:11237	ENSG00000101236.17	HGNC:13779	RNF24	ring finger protein 24	NM_001134337.3	NP_001127809.1	ENST00000358395.11	ENSP00000351166.6	MANE Select	NC_000020.11	3927311	4015558	-
GeneID:11238	ENSG00000169239.14	HGNC:1378	CA5B	carbonic anhydrase 5B	NM_007220.4	NP_009151.1	ENST00000318636.8	ENSP00000314099.3	MANE Select	NC_000023.11	15738270	15788411	+
GeneID:11240	ENSG00000117115.13	HGNC:18341	PADI2	peptidyl arginine deiminase 2	NM_007365.3	NP_031391.2	ENST00000375486.9	ENSP00000364635.4	MANE Select	NC_000001.11	17066761	17119451	-
GeneID:11243	ENSG00000160783.19	HGNC:9112	PMF1	polyamine modulated factor 1	NM_007221.4	NP_009152.2	ENST00000368277.3	ENSP00000357260.3	MANE Select	NC_000001.11	156213007	156240042	+
GeneID:11244	ENSG00000165156.15	HGNC:12871	ZHX1	zinc fingers and homeoboxes 1	NM_007222.5	NP_009153.3	ENST00000395571.8	ENSP00000378938.2	MANE Select	NC_000008.11	123248456	123274286	-
GeneID:11245	ENSG00000166073.12	HGNC:32370	GPR176	G protein-coupled receptor 176	NM_007223.3	NP_009154.1	ENST00000561100.2	ENSP00000453076.1	MANE Select	NC_000015.10	39799008	39920266	-
GeneID:11247	ENSG00000182379.10	HGNC:8078	NXPH4	neurexophilin 4	NM_007224.4	NP_009155.1	ENST00000349394.6	ENSP00000333593.6	MANE Select	NC_000012.12	57216794	57226449	+
GeneID:11248	ENSG00000182575.8	HGNC:8077	NXPH3	neurexophilin 3	NM_007225.4	NP_009156.2	ENST00000328741.6	ENSP00000329295.6	MANE Select	NC_000017.11	49575871	49583827	+
GeneID:11249	ENSG00000144227.5	HGNC:8076	NXPH2	neurexophilin 2	NM_007226.3	NP_009157.1	ENST00000272641.4	ENSP00000272641.3	MANE Select	NC_000002.12	138669157	138780390	-
GeneID:11250	ENSG00000135973.3	HGNC:4503	GPR45	G protein-coupled receptor 45	NM_007227.3	NP_009158.3	ENST00000258456.3	ENSP00000258456.1	MANE Select	NC_000002.12	105241743	105243467	+
GeneID:11251	ENSG00000183134.5	HGNC:4502	PTGDR2	prostaglandin D2 receptor 2	NM_004778.3	NP_004769.2	ENST00000332539.5	ENSP00000332812.4	MANE Select	NC_000011.10	60850933	60855950	-
GeneID:11252	ENSG00000100266.19	HGNC:8571	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	NM_001184970.3	NP_001171899.1	ENST00000263246.8	ENSP00000263246.3	MANE Select	NC_000022.11	42869773	43015149	-
GeneID:11253	ENSG00000177239.16	HGNC:6823	MAN1B1	mannosidase alpha class 1B member 1	NM_016219.5	NP_057303.2	ENST00000371589.9	ENSP00000360645.4	MANE Select	NC_000009.12	137086985	137109183	+
GeneID:11254	ENSG00000268104.3	HGNC:11047	SLC6A14	solute carrier family 6 member 14	NM_007231.5	NP_009162.1	ENST00000598581.3	ENSP00000470801.1	MANE Select	NC_000023.11	116436606	116461458	+
GeneID:11255	ENSG00000101180.17	HGNC:5184	HRH3	histamine receptor H3	NM_007232.3	NP_009163.2	ENST00000340177.10	ENSP00000342560.5	MANE Select	NC_000020.11	62214960	62220278	-
GeneID:11258	ENSG00000137100.16	HGNC:2713	DCTN3	dynactin subunit 3	NM_007234.5	NP_009165.1	ENST00000259632.12	ENSP00000259632.7	MANE Select	NC_000009.12	34613546	34620495	-
GeneID:11259	ENSG00000168386.19	HGNC:24589	FILIP1L	filamin A interacting protein 1 like	NM_001387850.1	NP_001374779.1	ENST00000477258.2	ENSP00000417617.2	MANE Select	NC_000003.12	99828811	100114501	-
GeneID:11260	ENSG00000184575.12	HGNC:12826	XPOT	exportin for tRNA	NM_007235.6	NP_009166.2	ENST00000332707.10	ENSP00000327821.5	MANE Select	NC_000012.12	64404392	64451125	+
GeneID:11261	ENSG00000187446.12	HGNC:17433	CHP1	calcineurin like EF-hand protein 1	NM_007236.5	NP_009167.1	ENST00000334660.10	ENSP00000335632.5	MANE Select	NC_000015.10	41231268	41281887	+
GeneID:11262	ENSG00000079263.19	HGNC:17133	SP140	SP140 nuclear body protein	NM_007237.5	NP_009168.4	ENST00000392045.8	ENSP00000375899.3	MANE Select	NC_000002.12	230225736	230313215	+
GeneID:11264	ENSG00000101417.12	HGNC:15920	PXMP4	peroxisomal membrane protein 4	NM_007238.5	NP_009169.3	ENST00000409299.8	ENSP00000386385.3	MANE Select	NC_000020.11	33702758	33720310	-
GeneID:11266	ENSG00000081721.12	HGNC:3067	DUSP12	dual specificity phosphatase 12	NM_007240.3	NP_009171.1	ENST00000367943.5	ENSP00000356920.4	MANE Select	NC_000001.11	161749786	161757238	+
GeneID:11267	ENSG00000159210.10	HGNC:17028	SNF8	SNF8 subunit of ESCRT-II	NM_007241.4	NP_009172.2	ENST00000502492.6	ENSP00000421380.1	MANE Select	NC_000017.11	48929316	48944842	-
GeneID:11269	ENSG00000157349.17	HGNC:2742	DDX19B	DEAD-box helicase 19B	NM_007242.7	NP_009173.1	ENST00000288071.11	ENSP00000288071.7	MANE Select	NC_000016.10	70299186	70335305	+
GeneID:11270	ENSG00000137404.15	HGNC:8003	NRM	nurim	NM_001384369.1	NP_001371298.1	ENST00000376421.7	ENSP00000365603.5	MANE Select	NC_000006.12	30688049	30690984	-
GeneID:11272	ENSG00000111215.13	HGNC:18020	PRR4	proline rich 4	NM_007244.3	NP_009175.2	ENST00000228811.8	ENSP00000228811.4	MANE Select	NC_000012.12	10845849	10849475	-
GeneID:11273	ENSG00000168488.19	HGNC:31326	ATXN2L	ataxin 2 like	NM_007245.4	NP_009176.2	ENST00000336783.9	ENSP00000338718.4	MANE Select	NC_000016.10	28822999	28837232	+
GeneID:11274	ENSG00000184979.12	HGNC:12616	USP18	ubiquitin specific peptidase 18	NM_017414.4	NP_059110.2	ENST00000215794.8	ENSP00000215794.7	MANE Select	NC_000022.11	18150170	18177397	+
GeneID:11275	ENSG00000109466.14	HGNC:6353	KLHL2	kelch like family member 2	NM_007246.4	NP_009177.3	ENST00000226725.11	ENSP00000226725.6	MANE Select	NC_000004.12	165207561	165323147	+
GeneID:11276	ENSG00000275066.5	HGNC:557	SYNRG	synergin gamma	NM_007247.6	NP_009178.3	ENST00000612223.5	ENSP00000483453.1	MANE Select	NC_000017.11	37514807	37609418	-
GeneID:11277	ENSG00000213689.14	HGNC:12269	TREX1	three prime repair exonuclease 1	NM_033629.6	NP_338599.1	ENST00000625293.3	ENSP00000486676.2	MANE Select	NC_000003.12	48466230	48467645	+
GeneID:11278	ENSG00000118922.19	HGNC:6346	KLF12	KLF transcription factor 12	NM_001400136.1	NP_001387065.1	ENST00000703967.1	ENSP00000515592.1	MANE Select	NC_000013.11	73686089	74134404	-
GeneID:11279	ENSG00000102349.18	HGNC:6351	KLF8	KLF transcription factor 8	NM_007250.5	NP_009181.2	ENST00000468660.6	ENSP00000417303.1	MANE Select	NC_000023.11	56232356	56291531	+
GeneID:11280	ENSG00000168356.13	HGNC:10583	SCN11A	sodium voltage-gated channel alpha subunit 11	NM_001349253.2	NP_001336182.1	ENST00000302328.9	ENSP00000307599.3	MANE Select	NC_000003.12	38845764	39051944	-
GeneID:11281	ENSG00000106536.21	HGNC:21694	POU6F2	POU class 6 homeobox 2	NM_001370959.1	NP_001357888.1	ENST00000518318.7	ENSP00000430514.3	MANE Select	NC_000007.14	38977909	39468601	+
GeneID:11282	ENSG00000161013.17	HGNC:7048	MGAT4B	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	NM_014275.5	NP_055090.1	ENST00000292591.12	ENSP00000292591.7	MANE Select	NC_000005.10	179797610	179806866	-
